ID bloco	Classificação Spider	Id enunciado	Base/paráfrase	Consulta em inglês	Statement em SQL gerado pelo humano	Consulta em português no domínio de declaração de viagem internacional	Consulta em inglês no domínio de declaração de viagem internacional	Domínio/valor/genérica	Comentários	Statement em SQL gerado pelo humano no domínio de declaração de viagem internacional	Statement em SQL gerado pelo humano no domínio de declaração de viagem internacional (português)	Revisão do SQL (Sara)	Revisado_1	Classificação nível eventos/casos	Classificação projeção	Classificação filtro	Classificação geral	relevância	wh-question	Revisão_1-Thais	Ambiguo	Comentário
114	hard	910	paráfrase	What is the average cost of trips that had a process phase rejected?	SELECT AVG(DISTINCT COSTEVENT) FROM log8_excerpt38 WHERE activity LIKE '%REJECTED%'	Qual a média de custo das declarações de viagens que tiveram alguma fase do processo rejeitada?	What is the average cost of travel declarations that had some phase of the process rejected?	Domínio														
																						
115	no_hardness	911	base	 	não estou certa de que o SQL funciona	Qual foi o tempo de duração da atividade 'declaração aprovada pelo supervisor' em cada caso?	What was the duration of the 'declaration approved by supervisor' activity in each case?	Valor		WITH RankedEvents AS (SELECT id, activity, timestamp, LEAD(timestamp) OVER (PARTITION BY idcase ORDER BY timestamp) AS next_timestamp, idcase FROM events_log) SELECT idcase, coalesce((strftime('%s', next_timestamp) - strftime('%s', timestamp)),0) as duration FROM RankedEvents WHERE activity='Declaration approved by supervisor'	WITH RankedEvents AS (SELECT id, activity, timestamp, LEAD(timestamp) OVER (PARTITION BY idcase ORDER BY timestamp) AS next_timestamp, idcase FROM events_log) SELECT idcase, coalesce((strftime('%s', next_timestamp) - strftime('%s', timestamp)),0) as duration FROM RankedEvents WHERE activity='Declaração aprovada pelo supervisor'	(?) que complicada que ficou	S	casos	casos;agregado	atividade	estatística descritiva de fluxo de controle		what	S		Como podemos calcular o tempo de atividade?
115	no_hardness	912	paráfrase			Quanto tempo durou a atividade 'declaração aprovada pelo supervisor' em cada caso?	How long did the 'declaration approved by supervisor' activity last in each case?	Valor				porque alguns retornam zero? porque não teve pagamento efetuado ou porque foi instantane										
115	no_hardness	913	paráfrase			Quanto tempo durou a atividade 'declaração aprovada pelo supervisor' em cada instância de processo?	How long did the 'declaration approved by supervisor' activity last in each process instance?	Valor				substituido pagamento efetuado por declaracao aprovada pelo supervisor										
115	no_hardness	914	paráfrase			Para cada instância de processo, informe a duração da atividade 'declaração aprovada pelo supervisor'.	For each process instance, report the duration of the 'declaration approved by supervisor' activity.	Valor														
115	no_hardness	915	paráfrase			Informe a duração da atividade 'declaração aprovada pelo supervisor' em cada instãncia de processo.	Report the duration of the 'declaration approved by supervisor' activity in each process instance.	Valor														
115	no_hardness	916	paráfrase	(fazer inglês)	 	Qual é o desempenho de ações que estão associadas a declaração ser aprovada pelo supervisor?	What is the performance of actions that are associated with the declaration being approved by the supervisor?	Domínio														
115	no_hardness	917	paráfrase	What was the time waiting for each issue to be assigned?	SELECT log_s.idcase, MIN(log_e.startdatetime) - log_s.startdatetime as awaitingassingmenttime FROM log6_excerpt28 log_s INNER JOIN log6_excerpt28 log_e ON log_s.idcase = log_e.idcase WHERE log_s.activity = 'Awaiting Assignment' AND log_e.activity <> 'Awaiting Assignment' AND log_e.startdatetime > log_s.startdatetime GROUP BY log_s.idcase, log_s.activity, log_s.startdatetime	Qual foi o tempo que ficamos aguardando uma declaração ser aprovada pelo supervisor?	How long did we wait for a declaration to be approved by the supervisor?	Domínio														
																						
116	easy	918	base	 	 	Quantas vezes a atividade 'declaração rejeitada pelo pré-aprovador' foi executada?	How many times has the 'declaration rejected by pre-approver' activity been performed?	Valor		SELECT count(*) FROM events_log WHERE activity = 'Declaration rejected by pre-approver'	SELECT count(*) FROM events_log WHERE activity = 'Declaração rejeitada pelo pré-aprovador'	ok	S	eventos	agregado	atividade	estatística descritiva de fluxo de controle	2	how	S	N	
116	easy	919	paráfrase			Quantas ocorrências da atividade 'declaração rejeitada pelo pré-aprovador' existem no log de eventos?	How many occurrences of the 'declaration rejected by pre-approver' activity are there in the event log?	Valor														
116	easy	920	paráfrase			Quantas ocorrências da atividade 'declaração rejeitada pelo pré-aprovador' foram registrada no log de eventos?	How many occurrences of the 'declaration rejected by pre-approver' activity were recorded in the event log?	Valor														
116	easy	921	paráfrase			Quantas vezes a atividade 'declaração rejeitada pelo pré-aprovador' ocorreu?	How many times did the 'declaration rejected by pre-approver' activity occur?	Valor														
116	easy	922	paráfrase			Informe a quantidade de vezes que a atividade 'declaração rejeitada pelo pré-aprovador' foi executada.	Report the number of times the 'declaration rejected by pre-approver' activity was performed.	Valor														
116	easy	923	paráfrase			Liste a quantidade de ocorrências da atividade 'declaração rejeitada pelo pré-aprovador'.	List the number of occurrences of the 'declaration rejected by pre-approver' activity.	Valor														
116	easy	924	paráfrase	(fazer inglês)	 	Quantas vezes uma declaração foi rejeitada na fase de pré-aprovação?	How many times has a declaration been rejected at the pre-approval stage?	Domínio														
116	easy	925	paráfrase	How many requests were sent in subprocess O?	SELECT count(DISTINCT idcase) FROM public.log3_excerpt15 WHERE activity LIKE 'O_SENT%'	Quantas vezes o pré-aprovador rejeitou uma declaração?	How many times has the pre-approver rejected a declaration?	Domínio														
																						
117	medium	926	base			Liste os casos e a data de ocorrência da atividade 'fim da viagem' em cada caso, ordenando a resposta em relação ao recurso responsável pela atividade.	List the cases and the date of occurrence of the 'end trip' activity in each case, ordering the answer in relation to the resource responsible for the activity.	Valor		SELECT idcase, timestamp FROM events_log WHERE activity = 'End trip' ORDER BY resource	SELECT idcase, timestamp FROM events_log WHERE activity = 'Fim da viagem' ORDER BY resource 	ok	S	casos	casos;timestamp	atividade	perpectiva temporal;perspectiva de recurso	2	what	S	N	Retirei o recurso do SQL, mas fiquei na dúvida se deveria ter.
117	medium	927	paráfrase	 	 	Retorne o identificador do caso e a data em que a atividade 'fim da viagem' foi executada para esse caso, ordenando a resposta em relação ao recurso associado à execução da atividade.	Return the case identifier and the date the 'end trip' activity was performed for this case, ordering the response according to the resource associated with performing the activity.	Valor		SELECT idcase, timestamp, resource FROM events_log WHERE activity = 'End trip' ORDER BY resource	 											
117	medium	928	paráfrase			Forneça uma lista, ordenada por recurso, dos casos em que a atividade 'fim da viagem' ocorreu e as datas dos eventos associados a essas ocorrências.	Provide a list, ordered by resource, of cases in which the 'end trip' activity occurred and the dates of events associated with these occurrences.	Valor			 											
117	medium	929	paráfrase			Quais casos passaram pela atividade 'fim da viagem' e em que data? Ordene a resposta por recurso associado à ocorrência da atividade.	Which cases went through the 'end trip' activity and on what date? Sort the response by resource associated with the occurrence of the activity.	Valor			 											
117	medium	930	paráfrase	(fazer inglês)	 	Quais declarações já registraram o fim da viagem e quando foi esse registro? Ordene a listagem de acordo com o nome do funcionário responsável por registrar o fim da viagem para aquela declaração.	Which declarations have already registered the end of the trip and when was this registration? Order the list according to the name of the employee responsible for registering the end of the trip for that declaration.	Domínio			 											
